event id,product,event type,success status,failure reason,execution time seconds,region,trigger time
AUTO00294,Voice Solution,WhatsApp Trigger,Success,,3.84,Chennai,30-12-2025 14:02
AUTO00295,Voice Solution,Lead Qualification,Success,,1.89,Chennai,16-02-2026 19:43
AUTO00296,Voice Solution,Follow-up Trigger,Success,,1.34,Pune,05-11-2025 11:41
AUTO00297,Voice Solution,Follow-up Trigger,Success,,0.1,Mumbai,11-02-2026 08:23
AUTO00298,Voice Solution,CRM Update,Success,,1.2,Bangalore,15-05-2026 17:15
AUTO00299,Voice Solution,Call Summary Generation,Success,,3.49,Chennai,17-12-2025 17:45
AUTO00300,Voice Solution,Follow-up Trigger,Success,,1.24,Chennai,24-03-2026 15:10
AUTO00301,Voice Solution,WhatsApp Trigger,Success,,3.53,Chennai,04-03-2026 15:24
AUTO00302,Voice Solution,Email Trigger,Success,,1.14,Delhi,14-02-2026 09:24
AUTO00303,Voice Solution,CRM Update,Success,,1.15,Mumbai,07-04-2026 12:37
AUTO00304,Voice Solution,Call Summary Generation,Success,,3.31,Chennai,27-03-2026 11:45
AUTO00305,Voice Solution,Email Trigger,Success,,1.5,Delhi,25-03-2026 09:57
AUTO00306,Voice Solution,Email Trigger,Success,,2.02,Bangalore,28-02-2026 13:04
AUTO00307,Voice Solution,WhatsApp Trigger,Success,,6.39,Bangalore,31-01-2026 20:38
AUTO00308,Voice Solution,Lead Qualification,Success,,1.11,Pune,28-12-2025 10:04
AUTO00309,Voice Solution,Lead Qualification,Success,,3.43,Pune,17-06-2026 12:07
AUTO00310,Voice Solution,Lead Qualification,Failed,API Error,0.8,Pune,25-02-2026 10:14
AUTO00311,Voice Solution,Follow-up Trigger,Success,,2.52,Delhi,07-03-2026 10:31
AUTO00312,Voice Solution,Lead Qualification,Success,,2.31,Bangalore,09-03-2026 13:49
AUTO00313,Voice Solution,Call Summary Generation,Success,,2.33,Pune,28-12-2025 11:09
AUTO00314,Voice Solution,WhatsApp Trigger,Success,,3.09,Hyderabad,02-03-2026 08:39
AUTO00315,Voice Solution,Follow-up Trigger,Success,,10.23,Pune,01-11-2025 14:37
AUTO00316,Voice Solution,Call Summary Generation,Failed,Data Validation Error,2.32,Bangalore,27-06-2026 18:26
AUTO00317,Voice Solution,Lead Qualification,Success,,3.85,Hyderabad,04-02-2026 14:54
AUTO00318,Voice Solution,Call Summary Generation,Success,,1.95,Delhi,06-03-2026 13:53
AUTO00319,Voice Solution,Email Trigger,Success,,1.21,Hyderabad,26-02-2026 11:18
AUTO00320,Voice Solution,WhatsApp Trigger,Success,,1.1,Bangalore,18-12-2025 15:02
AUTO00321,Voice Solution,WhatsApp Trigger,Success,,7.79,Chennai,28-01-2026 14:02
AUTO00322,Voice Solution,Call Summary Generation,Success,,4.39,Hyderabad,25-06-2026 13:57
AUTO00323,Voice Solution,CRM Update,Success,,1.51,Bangalore,08-05-2026 17:46
AUTO00324,Voice Solution,WhatsApp Trigger,Success,,0.55,Pune,11-05-2026 15:31
AUTO00325,Voice Solution,Email Trigger,Success,,5.44,Chennai,08-01-2026 13:58
AUTO00326,Voice Solution,WhatsApp Trigger,Success,,2.4,Delhi,05-07-2026 20:14
AUTO00327,Voice Solution,CRM Update,Success,,3.83,Delhi,15-01-2026 10:10
AUTO00328,Voice Solution,WhatsApp Trigger,Success,,1.51,Mumbai,03-04-2026 16:46
AUTO00329,Voice Solution,WhatsApp Trigger,Success,,2.05,Delhi,24-03-2026 15:39
AUTO00330,Voice Solution,CRM Update,Success,,1.48,Mumbai,25-01-2026 15:31
AUTO00331,Voice Solution,WhatsApp Trigger,Success,,2.8,Delhi,04-05-2026 16:07
AUTO00332,Voice Solution,Call Summary Generation,Success,,4.49,Delhi,08-06-2026 16:31
AUTO00333,Voice Solution,Follow-up Trigger,Success,,3.58,Delhi,08-01-2026 20:22
AUTO00334,Voice Solution,Call Summary Generation,Success,,4.07,Mumbai,17-12-2025 11:15
AUTO00335,Voice Solution,WhatsApp Trigger,Success,,8.12,Pune,02-02-2026 15:13
AUTO00336,Voice Solution,Lead Qualification,Success,,3.8,Mumbai,26-06-2026 11:37
AUTO00337,Voice Solution,Lead Qualification,Success,,1.54,Hyderabad,23-05-2026 18:02
AUTO00338,Voice Solution,Follow-up Trigger,Failed,Data Validation Error,1.46,Bangalore,06-06-2026 11:58
AUTO00339,Voice Solution,WhatsApp Trigger,Success,,4.46,Bangalore,09-12-2025 14:34
AUTO00340,Voice Solution,Email Trigger,Success,,4.02,Pune,08-02-2026 09:49
AUTO00341,Voice Solution,WhatsApp Trigger,Success,,7.2,Bangalore,12-07-2026 16:57
AUTO00342,Voice Solution,Lead Qualification,Success,,1.47,Delhi,10-06-2026 12:33
AUTO00343,Voice Solution,CRM Update,Success,,3.24,Pune,23-11-2025 08:55
AUTO00344,Voice Solution,Follow-up Trigger,Success,,2.14,Bangalore,08-07-2026 19:37
AUTO00345,Voice Solution,CRM Update,Success,,0.62,Mumbai,10-11-2025 17:53
AUTO00346,Voice Solution,Email Trigger,Success,,1.21,Hyderabad,04-07-2026 10:53
AUTO00347,Voice Solution,WhatsApp Trigger,Success,,2.04,Chennai,08-02-2026 12:51
AUTO00348,Voice Solution,Email Trigger,Success,,0.9,Hyderabad,29-04-2026 14:30
AUTO00349,Voice Solution,CRM Update,Success,,1.56,Bangalore,11-06-2026 20:59
AUTO00350,Voice Solution,WhatsApp Trigger,Success,,6.18,Pune,08-07-2026 11:41
AUTO00351,Voice Solution,Call Summary Generation,Success,,5.22,Bangalore,27-03-2026 08:51
AUTO00352,Voice Solution,Call Summary Generation,Success,,1.88,Mumbai,04-02-2026 11:15
AUTO00353,Voice Solution,Email Trigger,Success,,1.52,Hyderabad,15-07-2026 14:07
AUTO00354,Voice Solution,Call Summary Generation,Success,,0.1,Mumbai,04-11-2025 20:20
AUTO00355,Voice Solution,Call Summary Generation,Failed,API Error,0.63,Mumbai,16-11-2025 15:48
AUTO00356,Voice Solution,Lead Qualification,Success,,2.43,Chennai,05-07-2026 16:59
AUTO00357,Voice Solution,Call Summary Generation,Success,,2.63,Mumbai,16-07-2026 17:22
AUTO00358,Voice Solution,Lead Qualification,Success,,0.27,Mumbai,09-04-2026 18:53
AUTO00359,Voice Solution,Follow-up Trigger,Failed,Messaging Delivery Error,2.35,Chennai,01-04-2026 12:32
AUTO00360,Voice Solution,Lead Qualification,Success,,4.55,Delhi,27-04-2026 15:56
AUTO00361,Voice Solution,Lead Qualification,Success,,3.01,Delhi,12-04-2026 17:34
AUTO00362,Voice Solution,CRM Update,Success,,3.06,Pune,03-12-2025 16:56
AUTO00363,Voice Solution,Lead Qualification,Success,,2.39,Chennai,28-04-2026 09:33
AUTO00364,Voice Solution,Lead Qualification,Success,,3.11,Pune,09-02-2026 10:03
AUTO00365,Voice Solution,CRM Update,Success,,5.67,Pune,04-01-2026 11:34
AUTO00366,Voice Solution,Lead Qualification,Success,,3.44,Mumbai,17-04-2026 20:28
AUTO00367,Voice Solution,Call Summary Generation,Success,,1.13,Pune,13-12-2025 13:33
AUTO00368,Voice Solution,Lead Qualification,Success,,4.37,Bangalore,14-12-2025 11:10
AUTO00369,Voice Solution,Follow-up Trigger,Success,,2,Hyderabad,12-11-2025 08:33
AUTO00370,Voice Solution,Lead Qualification,Failed,Timeout,1.4,Bangalore,03-02-2026 15:20
AUTO00371,Voice Solution,Lead Qualification,Success,,10.52,Bangalore,11-07-2026 13:24
AUTO00372,Voice Solution,Follow-up Trigger,Success,,2.36,Mumbai,30-06-2026 19:35
AUTO00373,Voice Solution,CRM Update,Success,,1.22,Hyderabad,05-12-2025 12:46
AUTO00374,Voice Solution,Call Summary Generation,Success,,1.79,Pune,03-06-2026 15:19
AUTO00375,Voice Solution,Lead Qualification,Success,,2.01,Hyderabad,29-01-2026 18:35
AUTO00376,Voice Solution,Call Summary Generation,Success,,3.78,Pune,01-02-2026 14:23
AUTO00377,Voice Solution,Email Trigger,Success,,3.28,Delhi,29-01-2026 13:10
AUTO00378,Voice Solution,Call Summary Generation,Success,,4.09,Chennai,23-02-2026 13:33
AUTO00379,Voice Solution,CRM Update,Success,,5.34,Mumbai,13-02-2026 17:32
AUTO00380,Voice Solution,CRM Update,Success,,6.29,Pune,15-05-2026 13:59
AUTO00381,Voice Solution,Lead Qualification,Success,,5.94,Pune,22-02-2026 18:55
AUTO00382,Voice Solution,Follow-up Trigger,Success,,0.41,Hyderabad,14-01-2026 09:36
AUTO00383,Voice Solution,CRM Update,Success,,7.85,Mumbai,05-06-2026 18:07
AUTO00384,Voice Solution,Follow-up Trigger,Success,,1.46,Pune,07-07-2026 08:56
AUTO00385,Voice Solution,Email Trigger,Success,,3.63,Delhi,13-04-2026 10:25
AUTO00386,Voice Solution,Follow-up Trigger,Success,,3.74,Bangalore,11-05-2026 10:26
AUTO00387,Voice Solution,WhatsApp Trigger,Success,,2.24,Pune,15-06-2026 12:50
AUTO00388,Voice Solution,Follow-up Trigger,Success,,1.48,Hyderabad,26-04-2026 20:59
AUTO00389,Voice Solution,CRM Update,Success,,0.71,Delhi,07-02-2026 13:33
AUTO00390,Voice Solution,Follow-up Trigger,Success,,2.61,Mumbai,06-12-2025 16:31
AUTO00391,Voice Solution,Follow-up Trigger,Success,,2.31,Pune,04-02-2026 18:51
AUTO00392,Voice Solution,WhatsApp Trigger,Success,,0.95,Delhi,01-04-2026 12:49
AUTO00393,Voice Solution,WhatsApp Trigger,Success,,2.44,Delhi,31-03-2026 18:47
AUTO00394,Voice Solution,Lead Qualification,Success,,3.49,Delhi,09-05-2026 19:34
AUTO00395,Voice Solution,CRM Update,Success,,8.92,Delhi,12-06-2026 09:34
AUTO00396,Voice Solution,Lead Qualification,Success,,1.61,Delhi,07-12-2025 20:27
AUTO00397,Voice Solution,WhatsApp Trigger,Success,,1.69,Delhi,02-05-2026 12:14
AUTO00398,Voice Solution,Follow-up Trigger,Success,,5.33,Chennai,13-11-2025 08:08
AUTO00399,Voice Solution,WhatsApp Trigger,Failed,API Error,2.7,Mumbai,05-06-2026 08:53
AUTO00400,Voice Solution,Email Trigger,Success,,0.58,Bangalore,01-01-2026 11:12
AUTO00401,Voice Solution,Follow-up Trigger,Success,,1.51,Mumbai,23-01-2026 15:55
AUTO00402,Voice Solution,Lead Qualification,Success,,1.67,Hyderabad,05-06-2026 11:45
AUTO00403,Voice Solution,Follow-up Trigger,Success,,3.01,Hyderabad,06-05-2026 17:35
AUTO00404,Voice Solution,Email Trigger,Success,,0.91,Mumbai,19-11-2025 10:25
AUTO00405,Voice Solution,WhatsApp Trigger,Success,,0.72,Delhi,26-04-2026 18:42
AUTO00406,Voice Solution,CRM Update,Success,,1.72,Chennai,08-02-2026 10:33
AUTO00407,Voice Solution,Call Summary Generation,Success,,1.8,Bangalore,21-06-2026 09:25
AUTO00408,Voice Solution,CRM Update,Success,,1.08,Pune,15-01-2026 17:46
AUTO00409,Voice Solution,CRM Update,Success,,0.92,Pune,25-05-2026 12:42
AUTO00410,Voice Solution,WhatsApp Trigger,Success,,4.64,Delhi,11-06-2026 16:15
AUTO00411,Voice Solution,CRM Update,Success,,1.92,Mumbai,22-12-2025 13:36
AUTO00412,Voice Solution,Email Trigger,Success,,4.51,Pune,24-03-2026 18:15
AUTO00413,Voice Solution,WhatsApp Trigger,Success,,3.76,Mumbai,08-01-2026 15:23
AUTO00414,Voice Solution,CRM Update,Success,,1.46,Chennai,07-02-2026 16:20
AUTO00415,Voice Solution,Call Summary Generation,Success,,1.24,Chennai,25-11-2025 16:03
AUTO00416,Voice Solution,Lead Qualification,Success,,5.62,Mumbai,23-12-2025 12:56
AUTO00417,Voice Solution,WhatsApp Trigger,Success,,3.8,Delhi,31-03-2026 19:25
AUTO00418,Voice Solution,WhatsApp Trigger,Success,,2.37,Delhi,24-03-2026 15:15
AUTO00419,Voice Solution,Follow-up Trigger,Success,,4.81,Delhi,27-12-2025 09:42
AUTO00420,Voice Solution,CRM Update,Success,,0.88,Pune,09-12-2025 14:03
AUTO00421,Voice Solution,Lead Qualification,Failed,Timeout,7.36,Bangalore,17-02-2026 19:34
AUTO00422,Voice Solution,Call Summary Generation,Success,,1.6,Bangalore,30-04-2026 13:43
AUTO00423,Voice Solution,Email Trigger,Success,,0.78,Delhi,12-12-2025 16:21
AUTO00424,Voice Solution,WhatsApp Trigger,Success,,1.98,Mumbai,05-05-2026 17:09
AUTO00425,Voice Solution,Email Trigger,Success,,0.98,Chennai,11-06-2026 09:02
AUTO00426,Voice Solution,Email Trigger,Success,,2.84,Hyderabad,02-03-2026 20:49
AUTO00427,Voice Solution,Email Trigger,Success,,1.95,Chennai,13-03-2026 10:42
AUTO00428,Voice Solution,Follow-up Trigger,Success,,1.92,Chennai,12-04-2026 20:03
AUTO00429,Voice Solution,Email Trigger,Success,,8.19,Hyderabad,03-06-2026 18:58
AUTO00430,Voice Solution,CRM Update,Success,,3.47,Delhi,09-06-2026 18:42
AUTO00431,Voice Solution,CRM Update,Success,,1.38,Chennai,23-06-2026 10:26
AUTO00432,Voice Solution,Lead Qualification,Success,,2.53,Hyderabad,26-03-2026 20:53
AUTO00433,Voice Solution,Lead Qualification,Success,,5.66,Pune,27-06-2026 16:16
AUTO00434,Voice Solution,Call Summary Generation,Success,,1.86,Mumbai,15-01-2026 16:33
AUTO00435,Voice Solution,Email Trigger,Failed,Timeout,2.63,Mumbai,09-11-2025 17:51
AUTO00436,Voice Solution,Email Trigger,Success,,1.58,Mumbai,13-01-2026 10:28
AUTO00437,Voice Solution,Follow-up Trigger,Success,,4.75,Delhi,11-07-2026 10:32
AUTO00438,Voice Solution,Email Trigger,Success,,2.55,Chennai,18-06-2026 14:13
AUTO00439,Voice Solution,Email Trigger,Success,,6.08,Chennai,07-11-2025 09:46
AUTO00440,Voice Solution,Email Trigger,Success,,2.95,Bangalore,23-04-2026 15:37
AUTO00441,Voice Solution,WhatsApp Trigger,Failed,API Error,2.02,Mumbai,21-03-2026 20:30
AUTO00442,Voice Solution,WhatsApp Trigger,Success,,2.2,Delhi,17-04-2026 13:05
AUTO00443,Voice Solution,Follow-up Trigger,Failed,Data Validation Error,7.5,Hyderabad,19-04-2026 14:25
AUTO00444,Voice Solution,Follow-up Trigger,Success,,2.71,Delhi,02-03-2026 20:00
AUTO00445,Voice Solution,CRM Update,Success,,1.35,Chennai,13-05-2026 12:18
AUTO00446,Voice Solution,Follow-up Trigger,Success,,1.93,Mumbai,05-11-2025 14:29
AUTO00447,Voice Solution,Call Summary Generation,Success,,7.22,Bangalore,29-11-2025 17:07
AUTO00448,Voice Solution,CRM Update,Success,,0.87,Pune,14-04-2026 10:52
AUTO00449,Voice Solution,Email Trigger,Success,,1.52,Delhi,16-03-2026 12:32
AUTO00450,Voice Solution,Follow-up Trigger,Success,,5.29,Bangalore,25-03-2026 08:50
AUTO00451,Voice Solution,Call Summary Generation,Success,,3.96,Chennai,05-06-2026 08:01
AUTO00452,Voice Solution,Follow-up Trigger,Success,,1.23,Hyderabad,12-03-2026 10:31
AUTO00453,Voice Solution,Follow-up Trigger,Failed,Messaging Delivery Error,2.04,Delhi,09-01-2026 14:56
AUTO00454,Voice Solution,CRM Update,Success,,1.56,Pune,10-07-2026 09:41
AUTO00455,Voice Solution,CRM Update,Success,,7.2,Chennai,01-05-2026 18:47
AUTO00456,Voice Solution,Lead Qualification,Success,,3.19,Mumbai,16-04-2026 08:32
AUTO00457,Voice Solution,CRM Update,Success,,2.08,Delhi,30-01-2026 13:07
AUTO00458,Voice Solution,CRM Update,Success,,2.17,Bangalore,21-05-2026 19:01
AUTO00459,Voice Solution,WhatsApp Trigger,Success,,1.59,Delhi,19-11-2025 15:13
AUTO00460,Voice Solution,Follow-up Trigger,Success,,5.21,Chennai,09-12-2025 17:15
AUTO00461,Voice Solution,CRM Update,Success,,3.89,Chennai,06-03-2026 15:01
AUTO00462,Voice Solution,Follow-up Trigger,Failed,Timeout,5.16,Bangalore,22-04-2026 18:11
AUTO00463,Voice Solution,Follow-up Trigger,Success,,2.18,Pune,21-03-2026 15:18
AUTO00464,Voice Solution,WhatsApp Trigger,Success,,1.7,Chennai,30-06-2026 08:56
AUTO00465,Voice Solution,Follow-up Trigger,Failed,Timeout,3.52,Delhi,08-06-2026 15:08
AUTO00466,Voice Solution,Call Summary Generation,Success,,2.81,Pune,06-03-2026 11:47
AUTO00467,Voice Solution,CRM Update,Failed,Data Validation Error,8.97,Bangalore,28-12-2025 14:53
AUTO00468,Voice Solution,Follow-up Trigger,Failed,API Error,2.09,Chennai,28-03-2026 17:46
AUTO00469,Voice Solution,Lead Qualification,Success,,1.71,Chennai,01-11-2025 15:23
AUTO00470,Voice Solution,Lead Qualification,Success,,2.72,Delhi,09-05-2026 17:13
AUTO00471,Voice Solution,WhatsApp Trigger,Success,,1.29,Chennai,10-05-2026 20:49
AUTO00472,Voice Solution,Call Summary Generation,Success,,3.54,Delhi,25-02-2026 17:09
AUTO00473,Voice Solution,CRM Update,Success,,1.09,Mumbai,14-03-2026 08:14
AUTO00474,Voice Solution,WhatsApp Trigger,Success,,3.24,Pune,28-12-2025 11:14
AUTO00475,Voice Solution,Lead Qualification,Success,,2.77,Delhi,14-12-2025 15:46
AUTO00476,Voice Solution,Call Summary Generation,Success,,7.6,Hyderabad,22-04-2026 12:33
AUTO00477,Voice Solution,CRM Update,Success,,3.09,Chennai,09-04-2026 10:23
AUTO00478,Voice Solution,Follow-up Trigger,Success,,1.35,Mumbai,22-04-2026 17:21
AUTO00479,Voice Solution,CRM Update,Success,,3.93,Pune,29-03-2026 17:14
AUTO00480,Voice Solution,Email Trigger,Success,,1.41,Bangalore,19-01-2026 13:54
AUTO00481,Voice Solution,CRM Update,Success,,3.64,Hyderabad,01-06-2026 16:12
AUTO00482,Voice Solution,Follow-up Trigger,Success,,2.08,Bangalore,22-05-2026 18:14
AUTO00483,Voice Solution,Email Trigger,Success,,1.17,Hyderabad,10-07-2026 20:47
AUTO00484,Voice Solution,Call Summary Generation,Success,,0.92,Mumbai,17-06-2026 12:15
AUTO00485,Voice Solution,WhatsApp Trigger,Success,,6.64,Pune,13-04-2026 12:15
AUTO00486,Voice Solution,Call Summary Generation,Success,,0.81,Mumbai,15-06-2026 09:59
AUTO00487,Voice Solution,CRM Update,Success,,2.91,Mumbai,27-03-2026 10:52
AUTO00488,Voice Solution,WhatsApp Trigger,Success,,5.38,Hyderabad,20-11-2025 20:22
AUTO00489,Voice Solution,CRM Update,Success,,1.37,Delhi,17-12-2025 08:26
AUTO00490,Voice Solution,Lead Qualification,Success,,2.11,Pune,21-06-2026 11:46
AUTO00491,Voice Solution,Lead Qualification,Success,,6.79,Bangalore,14-11-2025 12:54
AUTO00492,Voice Solution,Follow-up Trigger,Success,,1.93,Delhi,23-03-2026 15:25
AUTO00493,Voice Solution,Call Summary Generation,Success,,1.68,Delhi,01-11-2025 16:51
AUTO00494,Voice Solution,Lead Qualification,Success,,1.58,Chennai,24-12-2025 13:33
AUTO00495,Voice Solution,Email Trigger,Failed,Messaging Delivery Error,4.66,Bangalore,17-07-2026 09:19
AUTO00496,Voice Solution,Email Trigger,Success,,3.06,Hyderabad,24-03-2026 13:05
AUTO00497,Voice Solution,CRM Update,Success,,2.24,Chennai,12-11-2025 15:53
AUTO00498,Voice Solution,WhatsApp Trigger,Success,,4.55,Chennai,12-06-2026 20:24
AUTO00499,Voice Solution,Email Trigger,Success,,5.29,Mumbai,05-04-2026 08:39
AUTO00500,Voice Solution,CRM Update,Success,,1.5,Hyderabad,08-11-2025 09:19
AUTO00501,Voice Solution,WhatsApp Trigger,Success,,1.08,Delhi,02-03-2026 15:28
AUTO00502,Voice Solution,Lead Qualification,Success,,2.54,Pune,13-04-2026 14:46
AUTO00503,Voice Solution,CRM Update,Success,,5.66,Delhi,29-01-2026 13:34
AUTO00504,Voice Solution,WhatsApp Trigger,Success,,2.27,Delhi,16-03-2026 10:49
AUTO00505,Voice Solution,Follow-up Trigger,Success,,3.72,Mumbai,05-05-2026 19:03
AUTO00506,Voice Solution,Call Summary Generation,Failed,Timeout,1.02,Delhi,27-04-2026 12:28
AUTO00507,Voice Solution,Call Summary Generation,Success,,2.52,Bangalore,28-11-2025 08:11
AUTO00508,Voice Solution,Follow-up Trigger,Success,,4.8,Delhi,08-06-2026 18:23
AUTO00509,Voice Solution,Email Trigger,Success,,5.95,Delhi,11-12-2025 08:48
AUTO00510,Voice Solution,Call Summary Generation,Success,,3.44,Bangalore,16-06-2026 15:07
AUTO00511,Voice Solution,WhatsApp Trigger,Success,,2.68,Mumbai,11-05-2026 11:53
AUTO00512,Voice Solution,Follow-up Trigger,Success,,2.91,Chennai,25-03-2026 10:29
AUTO00513,Voice Solution,Email Trigger,Success,,4.36,Hyderabad,20-05-2026 15:58
AUTO00514,Voice Solution,CRM Update,Success,,3.42,Mumbai,31-05-2026 20:38
AUTO00515,Voice Solution,CRM Update,Success,,1.15,Delhi,08-06-2026 18:50
AUTO00516,Voice Solution,WhatsApp Trigger,Success,,0.89,Chennai,28-06-2026 12:31
AUTO00517,Voice Solution,WhatsApp Trigger,Success,,1.36,Hyderabad,16-12-2025 20:51
AUTO00518,Voice Solution,WhatsApp Trigger,Success,,1.77,Hyderabad,05-12-2025 17:12
AUTO00519,Voice Solution,Call Summary Generation,Success,,7.34,Hyderabad,11-07-2026 16:20
AUTO00520,Voice Solution,WhatsApp Trigger,Success,,5.79,Bangalore,21-01-2026 09:56
AUTO00521,Voice Solution,Follow-up Trigger,Failed,Timeout,2.37,Bangalore,14-07-2026 08:15
AUTO00522,Voice Solution,Follow-up Trigger,Success,,2.99,Chennai,16-05-2026 17:40
AUTO00523,Voice Solution,Email Trigger,Success,,1.98,Delhi,10-11-2025 10:23
AUTO00524,Voice Solution,Follow-up Trigger,Success,,1.51,Chennai,30-06-2026 11:33
AUTO00525,Voice Solution,Call Summary Generation,Success,,4.75,Delhi,09-07-2026 15:12
AUTO00526,Voice Solution,CRM Update,Success,,0.81,Mumbai,05-11-2025 18:03
AUTO00527,Voice Solution,Email Trigger,Success,,4.52,Hyderabad,27-02-2026 18:57
AUTO00528,Voice Solution,Follow-up Trigger,Success,,2.22,Hyderabad,04-01-2026 17:22
AUTO00529,Voice Solution,WhatsApp Trigger,Success,,1.43,Bangalore,26-03-2026 18:51
AUTO00530,Voice Solution,Follow-up Trigger,Success,,0.69,Mumbai,12-06-2026 12:14
AUTO00531,Voice Solution,Lead Qualification,Success,,1.91,Pune,27-06-2026 09:18
AUTO00532,Voice Solution,Email Trigger,Failed,API Error,1.86,Mumbai,26-04-2026 09:49
AUTO00533,Voice Solution,Call Summary Generation,Success,,3.5,Delhi,02-01-2026 15:10
AUTO00534,Voice Solution,Follow-up Trigger,Success,,3.51,Mumbai,05-06-2026 16:51
AUTO00535,Voice Solution,Follow-up Trigger,Success,,1.1,Bangalore,26-04-2026 16:46
AUTO00536,Voice Solution,Call Summary Generation,Success,,2.4,Delhi,06-02-2026 14:06
AUTO00537,Voice Solution,CRM Update,Success,,6.4,Chennai,13-02-2026 11:20
AUTO00538,Voice Solution,WhatsApp Trigger,Failed,Data Validation Error,1.96,Delhi,07-02-2026 20:06
AUTO00539,Voice Solution,WhatsApp Trigger,Success,,0.93,Chennai,06-11-2025 15:29
AUTO00540,Voice Solution,CRM Update,Success,,10.22,Pune,16-05-2026 15:13
AUTO00541,Voice Solution,CRM Update,Success,,1.04,Delhi,13-03-2026 11:06
AUTO00542,Voice Solution,Lead Qualification,Success,,5.16,Hyderabad,17-07-2026 20:35
AUTO00543,Voice Solution,Call Summary Generation,Success,,3.67,Pune,23-11-2025 11:23
AUTO00544,Voice Solution,Email Trigger,Failed,CRM Sync Error,1.98,Chennai,23-12-2025 16:10
AUTO00545,Voice Solution,WhatsApp Trigger,Success,,0.95,Bangalore,14-04-2026 12:56
AUTO00546,Voice Solution,CRM Update,Success,,3.23,Pune,21-05-2026 20:34
AUTO00547,Voice Solution,CRM Update,Success,,3.3,Pune,22-01-2026 19:43
AUTO00548,Voice Solution,Call Summary Generation,Success,,3.93,Pune,25-03-2026 13:51
AUTO00549,Voice Solution,Email Trigger,Success,,1.98,Chennai,24-01-2026 17:14
AUTO00550,Voice Solution,CRM Update,Success,,0.99,Chennai,17-01-2026 13:22
AUTO00551,Voice Solution,Lead Qualification,Success,,4.78,Delhi,01-11-2025 15:38
AUTO00552,Voice Solution,Email Trigger,Success,,1.51,Hyderabad,21-12-2025 13:32
AUTO00553,Voice Solution,Lead Qualification,Success,,1.34,Pune,22-04-2026 15:25
AUTO00554,Voice Solution,Follow-up Trigger,Success,,4.08,Delhi,24-05-2026 14:27
AUTO00555,Voice Solution,WhatsApp Trigger,Success,,2.05,Delhi,18-07-2026 11:32
AUTO00556,Voice Solution,CRM Update,Success,,3.05,Hyderabad,04-12-2025 20:57
AUTO00557,Voice Solution,Email Trigger,Success,,3.55,Delhi,03-02-2026 11:12
AUTO00558,Voice Solution,Lead Qualification,Success,,6.17,Hyderabad,11-01-2026 19:38
AUTO00559,Voice Solution,WhatsApp Trigger,Success,,2.56,Bangalore,09-12-2025 08:08
AUTO00560,Voice Solution,WhatsApp Trigger,Success,,4.7,Hyderabad,03-04-2026 14:21
AUTO00561,Voice Solution,CRM Update,Success,,2.08,Mumbai,08-07-2026 17:12
AUTO00562,Voice Solution,WhatsApp Trigger,Failed,Data Validation Error,5.88,Hyderabad,11-04-2026 15:28
AUTO00563,Voice Solution,CRM Update,Success,,7.57,Hyderabad,26-02-2026 20:29
AUTO00564,Voice Solution,Follow-up Trigger,Success,,11.89,Mumbai,17-07-2026 09:17
AUTO00565,Voice Solution,CRM Update,Failed,Timeout,2.62,Hyderabad,24-12-2025 17:45
AUTO00566,Voice Solution,Call Summary Generation,Success,,4.82,Chennai,24-06-2026 16:28
AUTO00567,Voice Solution,Lead Qualification,Success,,3.42,Delhi,10-06-2026 16:04
AUTO00568,Voice Solution,Call Summary Generation,Success,,2.44,Delhi,09-07-2026 17:33
AUTO00569,Voice Solution,WhatsApp Trigger,Success,,1.44,Bangalore,20-02-2026 17:06
AUTO00570,Voice Solution,WhatsApp Trigger,Success,,1.61,Bangalore,13-07-2026 09:16
AUTO00571,Voice Solution,WhatsApp Trigger,Success,,2.18,Mumbai,26-05-2026 17:44
AUTO00572,Voice Solution,CRM Update,Success,,5.14,Chennai,17-06-2026 17:58
AUTO00573,Voice Solution,Email Trigger,Success,,1.14,Bangalore,05-01-2026 19:24
AUTO00574,Voice Solution,CRM Update,Success,,2.41,Delhi,14-01-2026 09:03
AUTO00575,Voice Solution,Lead Qualification,Success,,2.37,Bangalore,11-02-2026 20:44
AUTO00576,Voice Solution,CRM Update,Success,,1.77,Bangalore,11-05-2026 17:59
AUTO00577,Voice Solution,WhatsApp Trigger,Success,,1.15,Hyderabad,10-07-2026 15:23
AUTO00578,Voice Solution,Follow-up Trigger,Success,,2.42,Bangalore,14-06-2026 08:35
AUTO00579,Voice Solution,Lead Qualification,Success,,0.13,Mumbai,06-02-2026 19:56
AUTO00580,Voice Solution,Call Summary Generation,Failed,Timeout,6.54,Delhi,07-07-2026 11:49
AUTO00581,Voice Solution,Follow-up Trigger,Success,,0.41,Mumbai,15-04-2026 14:05
AUTO00582,Voice Solution,Lead Qualification,Success,,0.81,Mumbai,30-11-2025 13:48
AUTO00583,Voice Solution,Lead Qualification,Success,,4.74,Pune,05-07-2026 17:00
AUTO00584,Voice Solution,WhatsApp Trigger,Success,,1.73,Chennai,14-02-2026 11:29
AUTO00585,Voice Solution,Call Summary Generation,Success,,3.03,Pune,21-12-2025 18:02
AUTO00586,Voice Solution,CRM Update,Success,,5.28,Pune,20-01-2026 18:53
