interaction_id,product,sales_rep,region,customer_segment,use_case,session_duration_mins,suggestions_generated,suggestions_used,objections_detected,objections_assisted,ai_confidence_percent,customer_sentiment,conversion_status,interaction_date
SHERPA00176,Sherpa AI,Rep 42,Delhi,SMB,Service Support,18.6,9,6,6,4,93.5,Positive,Converted,2026-04-19 09:52:55
SHERPA00177,Sherpa AI,Rep 30,Delhi,Enterprise,Guided Demo,9.6,9,5,3,2,82.4,Positive,Converted,2025-11-24 16:52:04
SHERPA00178,Sherpa AI,Rep 37,Delhi,Mid-Market,Objection Handling,12.4,5,3,6,5,85.4,Positive,Follow-up,2026-04-07 11:35:46
SHERPA00179,Sherpa AI,Rep 43,Delhi,Mid-Market,Objection Handling,9.3,11,7,1,1,85.7,Neutral,Not Converted,2026-01-18 09:22:14
SHERPA00180,Sherpa AI,Rep 1,Delhi,Enterprise,Guided Demo,12.9,10,7,2,2,89.1,Neutral,Not Converted,2026-03-25 18:39:43
SHERPA00181,Sherpa AI,Rep 3,Pune,SMB,Guided Demo,15.0,10,5,5,4,95.6,Positive,Not Converted,2026-01-02 09:35:18
SHERPA00182,Sherpa AI,Rep 49,Bangalore,SMB,Product Discovery,11.5,5,3,4,2,85.0,Negative,Follow-up,2026-02-21 09:19:50
SHERPA00183,Sherpa AI,Rep 26,Hyderabad,Mid-Market,Objection Handling,17.3,10,5,2,2,92.1,Positive,Not Converted,2026-03-05 18:42:25
SHERPA00184,Sherpa AI,Rep 15,Mumbai,Enterprise,Service Support,16.7,8,6,3,2,89.2,Positive,Follow-up,2025-12-11 16:28:28
SHERPA00185,Sherpa AI,Rep 46,Pune,Enterprise,Sales Consultation,21.8,9,7,6,5,89.4,Positive,Not Converted,2026-03-11 11:23:19
SHERPA00186,Sherpa AI,Rep 47,Delhi,Mid-Market,Sales Consultation,19.2,11,6,2,1,82.8,Positive,Converted,2026-05-28 14:07:11
SHERPA00187,Sherpa AI,Rep 48,Hyderabad,Enterprise,Guided Demo,10.4,7,4,3,2,92.3,Positive,Converted,2025-12-06 16:53:34
SHERPA00188,Sherpa AI,Rep 28,Mumbai,SMB,Service Support,11.0,11,7,3,2,82.2,Neutral,Not Converted,2026-04-22 16:44:30
SHERPA00189,Sherpa AI,Rep 4,Chennai,SMB,Product Discovery,11.3,7,4,3,2,90.2,Neutral,Not Converted,2025-11-05 12:47:35
SHERPA00190,Sherpa AI,Rep 19,Pune,SMB,Objection Handling,17.8,8,5,3,2,85.2,Neutral,Not Converted,2026-05-17 14:05:25
SHERPA00191,Sherpa AI,Rep 24,Chennai,Enterprise,Product Discovery,16.1,7,5,2,1,84.0,Neutral,Converted,2026-06-01 13:35:59
SHERPA00192,Sherpa AI,Rep 40,Hyderabad,Mid-Market,Service Support,13.3,5,2,2,1,88.5,Neutral,Not Converted,2026-02-25 15:55:32
SHERPA00193,Sherpa AI,Rep 6,Bangalore,SMB,Product Discovery,15.0,6,5,2,2,84.6,Positive,Follow-up,2026-05-12 15:08:48
SHERPA00194,Sherpa AI,Rep 16,Bangalore,Mid-Market,Guided Demo,12.2,12,9,4,3,93.8,Neutral,Not Converted,2026-03-12 09:11:55
SHERPA00195,Sherpa AI,Rep 32,Hyderabad,Enterprise,Sales Consultation,19.4,7,4,3,2,82.9,Neutral,Not Converted,2026-02-23 11:19:35
SHERPA00196,Sherpa AI,Rep 30,Bangalore,Enterprise,Guided Demo,15.8,8,5,3,2,87.4,Negative,Follow-up,2026-04-01 11:31:33
SHERPA00197,Sherpa AI,Rep 35,Bangalore,SMB,Objection Handling,21.5,11,6,1,1,95.0,Positive,Not Converted,2026-01-09 15:31:01
SHERPA00198,Sherpa AI,Rep 8,Chennai,SMB,Guided Demo,13.0,5,3,4,2,93.7,Positive,Converted,2026-02-20 12:31:58
SHERPA00199,Sherpa AI,Rep 5,Bangalore,SMB,Service Support,12.0,7,4,4,3,87.7,Neutral,Follow-up,2025-11-12 18:12:45
SHERPA00200,Sherpa AI,Rep 37,Bangalore,Enterprise,Service Support,16.8,7,3,2,2,87.1,Neutral,Converted,2026-07-06 15:10:08
SHERPA00201,Sherpa AI,Rep 12,Hyderabad,SMB,Objection Handling,12.4,9,7,1,1,85.4,Positive,Follow-up,2026-04-27 16:44:53
SHERPA00202,Sherpa AI,Rep 25,Bangalore,SMB,Objection Handling,20.1,6,3,4,2,88.7,Neutral,Converted,2026-01-18 14:22:44
SHERPA00203,Sherpa AI,Rep 33,Pune,Enterprise,Sales Consultation,8.3,8,5,6,4,84.8,Positive,Converted,2026-03-09 12:07:54
SHERPA00204,Sherpa AI,Rep 39,Delhi,SMB,Product Discovery,10.3,10,7,6,5,83.2,Negative,Converted,2026-05-26 16:33:29
SHERPA00205,Sherpa AI,Rep 24,Delhi,Mid-Market,Sales Consultation,13.6,6,3,5,4,82.4,Positive,Converted,2026-05-09 17:44:17
SHERPA00206,Sherpa AI,Rep 11,Hyderabad,SMB,Guided Demo,20.4,9,4,2,1,91.8,Positive,Converted,2025-12-26 14:27:38
SHERPA00207,Sherpa AI,Rep 42,Delhi,SMB,Product Discovery,19.7,5,3,2,2,84.0,Positive,Converted,2025-11-08 11:32:31
SHERPA00208,Sherpa AI,Rep 35,Chennai,Mid-Market,Objection Handling,21.6,5,3,6,4,89.1,Positive,Follow-up,2026-03-18 11:24:29
SHERPA00209,Sherpa AI,Rep 40,Pune,Mid-Market,Service Support,10.5,8,4,3,3,92.5,Positive,Follow-up,2026-06-12 09:06:27
SHERPA00210,Sherpa AI,Rep 1,Pune,Mid-Market,Guided Demo,17.0,8,5,4,3,89.9,Neutral,Follow-up,2025-12-28 10:28:51
SHERPA00211,Sherpa AI,Rep 8,Hyderabad,SMB,Sales Consultation,13.1,7,4,4,3,88.6,Negative,Follow-up,2026-03-04 10:15:56
SHERPA00212,Sherpa AI,Rep 23,Bangalore,Mid-Market,Objection Handling,12.8,6,3,1,1,94.7,Positive,Not Converted,2026-06-10 11:36:15
SHERPA00213,Sherpa AI,Rep 20,Delhi,SMB,Product Discovery,8.1,7,3,5,4,89.2,Neutral,Follow-up,2026-01-04 12:18:14
SHERPA00214,Sherpa AI,Rep 32,Chennai,Enterprise,Product Discovery,13.8,7,4,2,1,87.6,Positive,Not Converted,2025-12-13 09:10:24
SHERPA00215,Sherpa AI,Rep 11,Hyderabad,SMB,Service Support,13.3,9,5,2,2,87.8,Positive,Not Converted,2026-03-30 18:41:40
SHERPA00216,Sherpa AI,Rep 7,Hyderabad,Mid-Market,Objection Handling,19.3,7,4,2,2,95.6,Positive,Follow-up,2026-03-26 17:19:29
SHERPA00217,Sherpa AI,Rep 30,Bangalore,Enterprise,Objection Handling,19.9,9,5,4,3,88.2,Positive,Converted,2026-06-12 09:39:40
SHERPA00218,Sherpa AI,Rep 48,Mumbai,SMB,Guided Demo,16.7,6,3,4,3,86.1,Neutral,Follow-up,2026-04-12 12:46:42
SHERPA00219,Sherpa AI,Rep 39,Delhi,Enterprise,Guided Demo,9.4,6,3,1,1,84.8,Positive,Not Converted,2026-04-03 09:10:28
SHERPA00220,Sherpa AI,Rep 13,Chennai,Enterprise,Product Discovery,14.9,6,4,4,2,84.3,Neutral,Converted,2026-06-02 10:43:59
SHERPA00221,Sherpa AI,Rep 42,Hyderabad,Enterprise,Sales Consultation,19.1,8,4,5,4,89.0,Neutral,Converted,2026-03-25 14:22:46
SHERPA00222,Sherpa AI,Rep 49,Delhi,Mid-Market,Product Discovery,9.0,6,4,5,3,93.6,Neutral,Converted,2025-12-30 12:55:10
SHERPA00223,Sherpa AI,Rep 3,Chennai,Mid-Market,Guided Demo,9.7,6,3,4,3,94.4,Negative,Follow-up,2025-11-07 12:32:38
SHERPA00224,Sherpa AI,Rep 7,Pune,SMB,Guided Demo,8.5,11,6,5,3,93.1,Negative,Follow-up,2026-03-22 18:55:09
SHERPA00225,Sherpa AI,Rep 43,Pune,SMB,Guided Demo,17.5,7,5,3,3,89.1,Neutral,Converted,2025-12-30 17:43:46
SHERPA00226,Sherpa AI,Rep 13,Chennai,Mid-Market,Product Discovery,15.3,6,3,4,2,96.1,Positive,Converted,2026-06-21 14:36:54
SHERPA00227,Sherpa AI,Rep 37,Pune,Mid-Market,Objection Handling,11.0,6,4,2,2,95.0,Positive,Converted,2026-04-24 14:39:27
SHERPA00228,Sherpa AI,Rep 25,Hyderabad,Enterprise,Sales Consultation,9.7,6,4,3,2,86.1,Neutral,Follow-up,2026-03-23 14:05:27
SHERPA00229,Sherpa AI,Rep 23,Delhi,SMB,Sales Consultation,16.3,10,5,1,1,89.1,Neutral,Converted,2026-01-31 10:48:13
SHERPA00230,Sherpa AI,Rep 47,Chennai,Mid-Market,Guided Demo,21.0,8,4,2,1,91.3,Negative,Follow-up,2026-03-03 11:47:40
SHERPA00231,Sherpa AI,Rep 33,Hyderabad,Enterprise,Service Support,19.1,10,7,1,1,92.5,Positive,Not Converted,2026-06-17 11:15:12
SHERPA00232,Sherpa AI,Rep 5,Delhi,Enterprise,Product Discovery,19.3,5,3,6,5,93.4,Positive,Follow-up,2026-04-10 16:15:51
SHERPA00233,Sherpa AI,Rep 32,Delhi,Mid-Market,Objection Handling,20.6,7,4,4,3,84.0,Positive,Not Converted,2026-01-16 10:52:04
SHERPA00234,Sherpa AI,Rep 30,Hyderabad,SMB,Guided Demo,10.6,8,5,2,2,84.8,Neutral,Not Converted,2026-01-11 10:47:34
SHERPA00235,Sherpa AI,Rep 31,Delhi,Enterprise,Service Support,15.8,6,4,2,2,95.7,Positive,Not Converted,2026-06-21 09:05:25
SHERPA00236,Sherpa AI,Rep 13,Mumbai,Mid-Market,Guided Demo,8.0,4,2,2,1,87.5,Positive,Follow-up,2026-02-15 09:46:09
SHERPA00237,Sherpa AI,Rep 42,Chennai,Enterprise,Service Support,18.9,9,5,2,1,94.9,Positive,Follow-up,2026-04-21 17:17:08
SHERPA00238,Sherpa AI,Rep 5,Chennai,SMB,Sales Consultation,15.3,5,3,4,3,87.8,Positive,Not Converted,2026-02-26 15:24:42
SHERPA00239,Sherpa AI,Rep 23,Delhi,SMB,Service Support,9.5,8,5,4,3,91.6,Positive,Not Converted,2026-01-31 13:39:51
SHERPA00240,Sherpa AI,Rep 1,Hyderabad,Enterprise,Sales Consultation,10.8,9,4,5,3,95.1,Neutral,Follow-up,2026-03-16 16:40:19
SHERPA00241,Sherpa AI,Rep 10,Bangalore,Enterprise,Sales Consultation,15.4,7,3,3,3,91.9,Positive,Follow-up,2026-07-09 15:19:30
SHERPA00242,Sherpa AI,Rep 50,Pune,SMB,Product Discovery,21.0,9,5,3,2,83.1,Neutral,Not Converted,2026-06-24 17:31:11
SHERPA00243,Sherpa AI,Rep 27,Delhi,Enterprise,Service Support,8.8,5,3,4,2,94.0,Negative,Converted,2026-07-13 11:11:40
SHERPA00244,Sherpa AI,Rep 8,Bangalore,SMB,Objection Handling,19.5,8,6,3,2,92.6,Negative,Converted,2026-04-04 17:54:07
SHERPA00245,Sherpa AI,Rep 3,Delhi,Mid-Market,Objection Handling,21.4,6,3,1,1,96.2,Neutral,Follow-up,2026-01-17 16:03:35
SHERPA00246,Sherpa AI,Rep 19,Bangalore,Enterprise,Service Support,11.5,4,3,3,2,89.9,Neutral,Converted,2025-11-21 17:26:14
SHERPA00247,Sherpa AI,Rep 2,Delhi,SMB,Product Discovery,16.9,9,5,5,3,83.6,Positive,Converted,2026-04-16 09:23:35
SHERPA00248,Sherpa AI,Rep 49,Hyderabad,SMB,Objection Handling,10.5,8,5,5,4,84.5,Negative,Converted,2026-03-22 13:02:14
SHERPA00249,Sherpa AI,Rep 31,Pune,SMB,Guided Demo,12.9,8,4,2,2,88.6,Positive,Not Converted,2026-03-03 17:40:07
SHERPA00250,Sherpa AI,Rep 48,Bangalore,SMB,Objection Handling,14.0,6,5,3,2,93.5,Positive,Not Converted,2026-01-01 10:49:27
SHERPA00251,Sherpa AI,Rep 10,Mumbai,Mid-Market,Product Discovery,21.0,10,7,4,2,93.5,Positive,Converted,2026-03-01 10:47:33
SHERPA00252,Sherpa AI,Rep 16,Hyderabad,SMB,Sales Consultation,21.8,6,5,3,2,92.9,Positive,Converted,2026-01-26 15:46:10
SHERPA00253,Sherpa AI,Rep 37,Pune,SMB,Sales Consultation,11.1,9,6,6,4,86.5,Positive,Follow-up,2026-05-22 17:14:40
SHERPA00254,Sherpa AI,Rep 20,Delhi,Mid-Market,Sales Consultation,15.8,9,4,4,3,86.1,Neutral,Follow-up,2026-02-15 10:29:44
SHERPA00255,Sherpa AI,Rep 3,Bangalore,Mid-Market,Product Discovery,9.9,9,7,2,1,87.3,Neutral,Converted,2026-05-03 17:03:59
SHERPA00256,Sherpa AI,Rep 35,Pune,Enterprise,Sales Consultation,13.6,6,4,2,2,83.4,Neutral,Converted,2025-12-23 17:42:45
SHERPA00257,Sherpa AI,Rep 34,Chennai,Mid-Market,Sales Consultation,19.6,10,7,4,3,84.6,Positive,Not Converted,2026-02-06 18:27:40
SHERPA00258,Sherpa AI,Rep 21,Hyderabad,SMB,Product Discovery,18.2,8,5,5,4,86.5,Neutral,Follow-up,2026-02-21 16:58:17
SHERPA00259,Sherpa AI,Rep 36,Bangalore,Mid-Market,Guided Demo,19.4,9,4,1,1,87.2,Positive,Follow-up,2026-05-21 13:23:39
SHERPA00260,Sherpa AI,Rep 32,Hyderabad,Mid-Market,Objection Handling,16.4,7,5,5,3,91.8,Positive,Follow-up,2026-01-25 16:06:55
SHERPA00261,Sherpa AI,Rep 18,Bangalore,SMB,Product Discovery,15.6,4,3,2,1,82.6,Neutral,Follow-up,2025-11-11 09:14:52
SHERPA00262,Sherpa AI,Rep 34,Chennai,Enterprise,Product Discovery,13.5,6,4,2,1,93.0,Negative,Converted,2026-05-22 17:27:34
SHERPA00263,Sherpa AI,Rep 38,Mumbai,Mid-Market,Service Support,13.5,7,5,3,2,86.3,Positive,Converted,2026-06-02 09:44:10
SHERPA00264,Sherpa AI,Rep 3,Chennai,SMB,Sales Consultation,9.2,6,3,4,2,88.0,Neutral,Not Converted,2026-04-03 16:29:43
SHERPA00265,Sherpa AI,Rep 3,Delhi,Mid-Market,Guided Demo,14.8,6,4,1,1,90.4,Neutral,Follow-up,2025-11-12 11:34:49
SHERPA00266,Sherpa AI,Rep 27,Hyderabad,Mid-Market,Service Support,9.0,8,4,3,2,85.7,Neutral,Not Converted,2025-12-06 13:29:15
SHERPA00267,Sherpa AI,Rep 2,Mumbai,Mid-Market,Guided Demo,13.9,10,6,6,3,92.1,Positive,Follow-up,2026-05-28 09:15:47
SHERPA00268,Sherpa AI,Rep 3,Hyderabad,SMB,Sales Consultation,21.8,6,3,3,2,86.6,Positive,Follow-up,2026-02-28 10:55:54
SHERPA00269,Sherpa AI,Rep 17,Pune,Mid-Market,Sales Consultation,19.5,8,6,3,2,82.7,Positive,Follow-up,2026-01-30 17:49:30
SHERPA00270,Sherpa AI,Rep 46,Bangalore,Enterprise,Sales Consultation,8.8,5,3,4,3,83.7,Positive,Converted,2025-11-02 14:25:17
SHERPA00271,Sherpa AI,Rep 39,Delhi,Enterprise,Objection Handling,17.7,11,8,5,4,82.2,Positive,Converted,2026-01-30 13:50:50
SHERPA00272,Sherpa AI,Rep 38,Delhi,SMB,Guided Demo,10.9,5,3,1,1,90.1,Negative,Follow-up,2026-02-22 10:54:10
SHERPA00273,Sherpa AI,Rep 40,Hyderabad,Mid-Market,Guided Demo,17.8,7,4,3,2,84.1,Positive,Converted,2025-12-23 13:39:51
SHERPA00274,Sherpa AI,Rep 19,Delhi,SMB,Service Support,12.0,4,3,4,2,84.6,Negative,Converted,2025-12-10 15:35:53
SHERPA00275,Sherpa AI,Rep 19,Hyderabad,SMB,Product Discovery,13.4,8,5,1,1,82.1,Positive,Follow-up,2025-11-12 14:38:16
SHERPA00276,Sherpa AI,Rep 44,Bangalore,Mid-Market,Sales Consultation,20.1,6,4,4,3,82.3,Negative,Follow-up,2025-12-07 09:37:47
SHERPA00277,Sherpa AI,Rep 5,Bangalore,SMB,Sales Consultation,12.4,9,5,3,3,83.5,Neutral,Converted,2026-05-24 15:23:57
SHERPA00278,Sherpa AI,Rep 5,Hyderabad,Enterprise,Service Support,21.0,10,6,2,1,88.9,Positive,Follow-up,2026-01-25 18:44:01
SHERPA00279,Sherpa AI,Rep 14,Chennai,Enterprise,Guided Demo,10.2,4,2,3,2,87.9,Neutral,Converted,2025-12-01 13:18:13
SHERPA00280,Sherpa AI,Rep 27,Chennai,SMB,Objection Handling,15.0,7,4,4,2,96.7,Positive,Converted,2026-01-13 12:19:42
SHERPA00281,Sherpa AI,Rep 49,Bangalore,Enterprise,Guided Demo,8.4,10,7,5,4,94.2,Positive,Not Converted,2026-04-22 14:42:22
SHERPA00282,Sherpa AI,Rep 48,Mumbai,SMB,Objection Handling,9.2,8,4,2,2,91.9,Positive,Follow-up,2026-01-11 11:31:13
SHERPA00283,Sherpa AI,Rep 36,Chennai,SMB,Objection Handling,11.4,8,6,4,3,85.4,Positive,Converted,2026-05-30 09:15:13
SHERPA00284,Sherpa AI,Rep 40,Hyderabad,SMB,Guided Demo,10.9,6,5,5,3,90.1,Neutral,Converted,2026-04-01 14:50:04
SHERPA00285,Sherpa AI,Rep 35,Bangalore,Mid-Market,Sales Consultation,17.9,6,4,5,4,86.6,Neutral,Converted,2026-05-08 12:08:30
SHERPA00286,Sherpa AI,Rep 21,Delhi,SMB,Objection Handling,21.1,7,3,5,4,84.2,Positive,Follow-up,2026-02-12 15:21:20
SHERPA00287,Sherpa AI,Rep 5,Delhi,Enterprise,Service Support,12.4,11,6,4,4,83.8,Negative,Not Converted,2026-05-31 10:22:59
SHERPA00288,Sherpa AI,Rep 24,Chennai,Mid-Market,Service Support,13.8,11,8,5,4,88.2,Negative,Not Converted,2026-05-30 10:02:51
SHERPA00289,Sherpa AI,Rep 39,Mumbai,Mid-Market,Objection Handling,18.9,7,5,5,4,86.1,Positive,Converted,2026-02-26 11:31:02
SHERPA00290,Sherpa AI,Rep 50,Pune,Mid-Market,Sales Consultation,15.9,6,3,5,4,86.0,Positive,Not Converted,2026-03-22 17:05:41
SHERPA00291,Sherpa AI,Rep 24,Chennai,Enterprise,Objection Handling,14.7,7,4,5,3,92.3,Positive,Not Converted,2026-03-26 18:29:53
SHERPA00292,Sherpa AI,Rep 40,Mumbai,SMB,Service Support,14.9,9,6,5,3,94.8,Neutral,Follow-up,2026-03-21 09:03:30
SHERPA00293,Sherpa AI,Rep 43,Chennai,SMB,Service Support,11.8,6,3,1,1,82.2,Positive,Converted,2026-04-21 09:31:56
SHERPA00294,Sherpa AI,Rep 46,Delhi,SMB,Guided Demo,21.0,7,5,5,4,83.0,Positive,Follow-up,2026-01-18 16:26:03
SHERPA00295,Sherpa AI,Rep 50,Mumbai,Enterprise,Sales Consultation,11.5,11,8,3,2,88.9,Neutral,Not Converted,2026-04-11 18:09:20
SHERPA00296,Sherpa AI,Rep 13,Delhi,Mid-Market,Guided Demo,16.6,8,4,5,3,86.7,Neutral,Converted,2026-03-07 13:13:49
SHERPA00297,Sherpa AI,Rep 38,Hyderabad,SMB,Product Discovery,15.3,10,6,4,3,93.8,Positive,Converted,2026-04-03 13:54:50
SHERPA00298,Sherpa AI,Rep 45,Hyderabad,SMB,Objection Handling,13.5,6,4,1,1,89.8,Negative,Not Converted,2026-07-20 09:36:41
SHERPA00299,Sherpa AI,Rep 1,Bangalore,SMB,Guided Demo,12.1,11,7,4,3,82.7,Neutral,Follow-up,2026-03-21 17:01:38
SHERPA00300,Sherpa AI,Rep 43,Delhi,SMB,Sales Consultation,16.6,8,4,5,3,88.3,Positive,Follow-up,2026-05-05 14:59:39
SHERPA00301,Sherpa AI,Rep 39,Delhi,Mid-Market,Objection Handling,18.1,5,3,2,2,88.8,Neutral,Not Converted,2026-05-17 15:29:36
SHERPA00302,Sherpa AI,Rep 10,Bangalore,Mid-Market,Objection Handling,13.8,5,4,5,4,84.0,Positive,Converted,2025-12-17 10:24:57
SHERPA00303,Sherpa AI,Rep 2,Hyderabad,Mid-Market,Objection Handling,14.4,7,4,4,3,85.0,Positive,Converted,2026-06-18 13:01:32
SHERPA00304,Sherpa AI,Rep 16,Hyderabad,Mid-Market,Objection Handling,9.7,6,4,5,4,92.8,Positive,Not Converted,2026-06-05 16:58:03
SHERPA00305,Sherpa AI,Rep 37,Mumbai,SMB,Objection Handling,19.1,4,2,2,1,87.8,Positive,Follow-up,2025-11-15 09:43:41
SHERPA00306,Sherpa AI,Rep 16,Mumbai,Mid-Market,Sales Consultation,20.8,8,6,3,2,93.5,Positive,Follow-up,2026-01-30 15:25:45
SHERPA00307,Sherpa AI,Rep 23,Pune,Mid-Market,Product Discovery,18.0,9,6,2,2,84.7,Positive,Converted,2026-03-24 10:30:28
SHERPA00308,Sherpa AI,Rep 26,Hyderabad,Mid-Market,Service Support,9.6,7,4,5,3,91.4,Neutral,Converted,2026-04-26 18:08:55
SHERPA00309,Sherpa AI,Rep 16,Pune,Enterprise,Product Discovery,20.0,6,3,4,2,88.9,Neutral,Not Converted,2026-05-20 15:09:52
SHERPA00310,Sherpa AI,Rep 27,Chennai,Mid-Market,Service Support,14.7,7,3,5,3,90.8,Positive,Follow-up,2025-12-05 14:56:04
SHERPA00311,Sherpa AI,Rep 47,Delhi,Enterprise,Guided Demo,16.7,7,3,4,2,90.2,Positive,Not Converted,2026-01-08 10:29:08
SHERPA00312,Sherpa AI,Rep 41,Mumbai,SMB,Objection Handling,8.5,8,6,1,1,91.8,Neutral,Converted,2026-04-25 18:16:41
SHERPA00313,Sherpa AI,Rep 30,Chennai,Mid-Market,Guided Demo,8.7,10,7,5,3,95.8,Positive,Converted,2026-06-24 11:50:44
SHERPA00314,Sherpa AI,Rep 33,Mumbai,Mid-Market,Guided Demo,16.3,7,4,4,3,92.4,Positive,Converted,2026-01-03 15:26:21
SHERPA00315,Sherpa AI,Rep 32,Bangalore,Mid-Market,Service Support,9.3,11,6,4,3,96.0,Positive,Not Converted,2026-03-22 16:04:05
SHERPA00316,Sherpa AI,Rep 9,Delhi,Mid-Market,Sales Consultation,15.7,6,3,3,2,88.4,Neutral,Follow-up,2026-06-24 16:29:10
SHERPA00317,Sherpa AI,Rep 11,Pune,Mid-Market,Objection Handling,15.3,6,3,4,2,89.9,Neutral,Follow-up,2026-02-21 13:14:47
SHERPA00318,Sherpa AI,Rep 37,Pune,SMB,Guided Demo,21.8,9,6,2,2,91.4,Neutral,Not Converted,2026-01-08 11:30:42
SHERPA00319,Sherpa AI,Rep 6,Mumbai,Mid-Market,Product Discovery,16.5,7,5,4,4,86.3,Positive,Converted,2026-07-20 15:51:55
SHERPA00320,Sherpa AI,Rep 30,Hyderabad,SMB,Objection Handling,15.9,7,4,6,4,83.9,Neutral,Not Converted,2026-04-17 12:07:12
SHERPA00321,Sherpa AI,Rep 40,Pune,Enterprise,Sales Consultation,17.9,7,5,3,2,91.1,Positive,Follow-up,2026-02-21 13:29:16
SHERPA00322,Sherpa AI,Rep 15,Bangalore,Enterprise,Objection Handling,19.9,10,5,1,1,83.8,Positive,Converted,2026-02-24 16:45:58
SHERPA00323,Sherpa AI,Rep 48,Bangalore,SMB,Guided Demo,16.9,8,6,2,1,90.4,Neutral,Follow-up,2025-11-08 10:24:17
SHERPA00324,Sherpa AI,Rep 30,Hyderabad,Mid-Market,Product Discovery,15.1,4,2,2,2,86.6,Neutral,Follow-up,2026-06-21 14:19:16
SHERPA00325,Sherpa AI,Rep 18,Bangalore,Mid-Market,Guided Demo,16.6,7,3,4,3,92.9,Positive,Not Converted,2026-05-02 13:26:11
SHERPA00326,Sherpa AI,Rep 12,Delhi,Mid-Market,Sales Consultation,20.8,5,3,3,2,92.1,Positive,Not Converted,2026-03-05 15:33:07
SHERPA00327,Sherpa AI,Rep 4,Mumbai,Enterprise,Service Support,15.5,10,7,3,2,95.4,Neutral,Follow-up,2026-04-20 17:27:07
SHERPA00328,Sherpa AI,Rep 16,Bangalore,Mid-Market,Product Discovery,12.2,7,5,3,2,94.5,Neutral,Not Converted,2026-01-01 13:36:43
SHERPA00329,Sherpa AI,Rep 23,Delhi,SMB,Sales Consultation,19.2,8,4,3,2,92.3,Neutral,Converted,2026-02-01 13:46:19
SHERPA00330,Sherpa AI,Rep 11,Hyderabad,Enterprise,Sales Consultation,21.8,10,6,5,3,82.5,Positive,Converted,2026-06-01 12:59:12
SHERPA00331,Sherpa AI,Rep 24,Mumbai,SMB,Guided Demo,20.1,8,6,3,2,90.9,Neutral,Converted,2026-06-22 16:01:00
SHERPA00332,Sherpa AI,Rep 22,Hyderabad,Mid-Market,Guided Demo,15.0,9,6,2,1,88.2,Neutral,Follow-up,2026-02-15 10:09:48
SHERPA00333,Sherpa AI,Rep 39,Mumbai,Mid-Market,Guided Demo,9.6,5,3,5,3,86.5,Neutral,Not Converted,2025-12-12 17:56:55
SHERPA00334,Sherpa AI,Rep 15,Bangalore,Enterprise,Service Support,14.8,9,6,5,3,82.4,Positive,Not Converted,2026-02-27 18:58:18
SHERPA00335,Sherpa AI,Rep 49,Bangalore,Mid-Market,Objection Handling,18.9,7,4,5,4,89.9,Positive,Follow-up,2026-02-27 11:04:03
SHERPA00336,Sherpa AI,Rep 15,Mumbai,Enterprise,Objection Handling,9.9,5,4,5,4,92.2,Positive,Converted,2026-06-24 10:32:47
SHERPA00337,Sherpa AI,Rep 10,Delhi,Enterprise,Guided Demo,21.1,9,5,4,3,82.1,Positive,Follow-up,2026-06-08 13:54:45
SHERPA00338,Sherpa AI,Rep 28,Delhi,SMB,Guided Demo,15.3,9,6,2,1,82.7,Positive,Not Converted,2026-04-18 11:39:56
SHERPA00339,Sherpa AI,Rep 36,Delhi,SMB,Service Support,12.5,10,6,4,2,95.4,Neutral,Converted,2026-03-27 10:05:27
SHERPA00340,Sherpa AI,Rep 17,Chennai,SMB,Objection Handling,10.1,5,3,2,1,83.8,Positive,Converted,2026-06-05 15:59:04
SHERPA00341,Sherpa AI,Rep 36,Pune,Enterprise,Service Support,12.9,7,3,4,3,85.1,Neutral,Follow-up,2026-05-19 17:24:57
SHERPA00342,Sherpa AI,Rep 22,Pune,SMB,Sales Consultation,9.0,7,3,5,3,85.7,Positive,Follow-up,2026-05-21 14:44:15
SHERPA00343,Sherpa AI,Rep 23,Pune,Mid-Market,Objection Handling,17.5,8,4,3,2,89.1,Positive,Converted,2025-12-21 17:00:42
SHERPA00344,Sherpa AI,Rep 29,Delhi,SMB,Guided Demo,16.3,6,3,3,2,90.9,Neutral,Follow-up,2026-03-12 17:26:37
SHERPA00345,Sherpa AI,Rep 22,Bangalore,Enterprise,Product Discovery,18.0,8,5,3,2,94.3,Positive,Follow-up,2025-11-01 17:12:45
SHERPA00346,Sherpa AI,Rep 11,Chennai,Mid-Market,Sales Consultation,9.8,7,4,4,3,89.0,Positive,Converted,2025-11-25 12:45:19
SHERPA00347,Sherpa AI,Rep 36,Delhi,SMB,Product Discovery,17.9,8,6,3,2,92.3,Positive,Converted,2025-11-22 16:13:34
SHERPA00348,Sherpa AI,Rep 44,Bangalore,Mid-Market,Service Support,20.8,6,3,2,2,91.3,Neutral,Converted,2025-11-30 17:58:00
SHERPA00349,Sherpa AI,Rep 29,Chennai,SMB,Service Support,14.3,7,5,4,3,95.2,Negative,Not Converted,2026-01-14 16:06:27
SHERPA00350,Sherpa AI,Rep 42,Bangalore,Mid-Market,Service Support,18.8,5,3,3,2,84.6,Neutral,Not Converted,2026-05-05 16:47:38
SHERPA00351,Sherpa AI,Rep 32,Mumbai,Mid-Market,Guided Demo,12.6,8,4,1,1,94.0,Neutral,Converted,2026-02-23 13:57:01
