call id,customer id,product,channel,followup channel,region,language,sentiment,call duration mins,ai accuracy percent,conversion,call outcome,call time
CALL00206,CONT00664,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,0.19,89.99,0,Not Connected,21-02-2026 20:46
CALL00207,CONT00749,Voice Solution,Voice,None,Hyderabad,English,Neutral,1.17,92.59,0,Not Connected,12-02-2026 14:37
CALL00208,CONT00600,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,0.26,92.24,0,Not Connected,12-07-2026 20:07
CALL00209,CONT00011,Voice Solution,Voice,Email,Chennai,Kannada,Negative,7.86,89.84,1,Connected,15-06-2026 16:58
CALL00210,CONT00187,Voice Solution,Voice,WhatsApp,Chennai,Kannada,Neutral,10.34,75.46,1,Connected,20-02-2026 12:53
CALL00211,CONT00726,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Negative,0.99,89.72,0,Not Connected,07-02-2026 18:29
CALL00212,CONT00015,Voice Solution,Voice,None,Chennai,Kannada,Neutral,14.91,90.49,1,Connected,02-04-2026 14:27
CALL00213,CONT00778,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Negative,3.37,91.5,1,Connected,13-05-2026 15:12
CALL00214,CONT00297,Voice Solution,Voice,Email,Delhi,Hindi,Positive,0.77,83.72,0,Not Connected,12-04-2026 16:00
CALL00215,CONT00411,Voice Solution,Voice,None,Pune,Marathi,Positive,0.3,77.89,0,Not Connected,27-05-2026 16:06
CALL00216,CONT00585,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Positive,13.46,92.53,1,Connected,18-04-2026 20:55
CALL00217,CONT00052,Voice Solution,Voice,Email,Delhi,Telugu,Positive,11.41,82.38,0,Connected,10-04-2026 19:48
CALL00218,CONT00640,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Neutral,24.21,94.61,1,Connected,07-01-2026 12:19
CALL00219,CONT00028,Voice Solution,Voice,Email,Hyderabad,Kannada,Neutral,1.07,85.61,0,Connected,15-03-2026 15:05
CALL00220,CONT00577,Voice Solution,Voice,WhatsApp,Delhi,Telugu,Neutral,5.34,83.36,1,Connected,14-05-2026 19:07
CALL00221,CONT00017,Voice Solution,Voice,None,Pune,English,Positive,0.41,90.25,0,Not Connected,08-03-2026 17:22
CALL00222,CONT00351,Voice Solution,Voice,WhatsApp,Chennai,English,Negative,0.51,91.58,0,Not Connected,03-12-2025 09:08
CALL00223,CONT00428,Voice Solution,Voice,Email,Delhi,Telugu,Positive,0.33,91.28,0,Not Connected,25-04-2026 12:04
CALL00224,CONT00650,Voice Solution,Voice,Email,Pune,Hindi,Positive,12.1,91.01,0,Connected,22-11-2025 14:02
CALL00225,CONT00831,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Neutral,1.15,84.96,0,Not Connected,26-06-2026 09:06
CALL00226,CONT00229,Voice Solution,Voice,None,Chennai,Telugu,Neutral,1.11,80.87,0,Not Connected,07-04-2026 09:28
CALL00227,CONT00766,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,5.26,86.55,0,Connected,08-12-2025 20:58
CALL00228,CONT00210,Voice Solution,Voice,Email,Delhi,English,Positive,0.44,82.77,0,Not Connected,18-06-2026 19:37
CALL00229,CONT00431,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,0.52,90.66,0,Not Connected,21-12-2025 16:05
CALL00230,CONT00294,Voice Solution,Voice,Email,Chennai,Kannada,Positive,1.32,92.87,0,Connected,27-11-2025 19:23
CALL00231,CONT00743,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,6.63,89.36,1,Connected,14-06-2026 10:45
CALL00232,CONT00753,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Neutral,8.42,88.5,1,Connected,05-02-2026 08:50
CALL00233,CONT00582,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Positive,16.19,86.95,0,Connected,27-03-2026 19:35
CALL00234,CONT00104,Voice Solution,Voice,None,Delhi,Hindi,Positive,0.96,93.4,0,Connected,04-11-2025 13:40
CALL00235,CONT00204,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,0.67,79.35,0,Not Connected,05-12-2025 13:57
CALL00236,CONT00053,Voice Solution,Voice,None,Delhi,Hindi,Negative,16.17,82.47,0,Connected,11-05-2026 20:40
CALL00237,CONT00375,Voice Solution,Voice,None,Hyderabad,Tamil,Negative,23.77,97.63,1,Connected,19-12-2025 18:33
CALL00238,CONT00842,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,3.73,82.23,0,Connected,17-11-2025 10:38
CALL00239,CONT00054,Voice Solution,Voice,Email,Hyderabad,Hindi,Positive,5.26,91.16,1,Connected,21-04-2026 08:39
CALL00240,CONT00276,Voice Solution,Voice,WhatsApp,Delhi,English,Positive,16.93,92.18,1,Connected,08-06-2026 13:09
CALL00241,CONT00335,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,4.12,78.87,0,Connected,07-04-2026 13:18
CALL00242,CONT00031,Voice Solution,Voice,None,Hyderabad,Telugu,Neutral,19.96,79.83,0,Connected,16-12-2025 08:26
CALL00243,CONT00135,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,5.29,94.82,1,Connected,06-11-2025 11:08
CALL00244,CONT00058,Voice Solution,Voice,Email,Mumbai,Marathi,Neutral,19.87,83.64,0,Connected,07-02-2026 16:29
CALL00245,CONT00105,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Positive,5.23,83.77,1,Connected,21-06-2026 09:43
CALL00246,CONT00266,Voice Solution,Voice,WhatsApp,Delhi,English,Positive,0.47,85.9,0,Not Connected,07-12-2025 15:22
CALL00247,CONT00522,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Neutral,18.77,83.65,0,Connected,30-04-2026 17:28
CALL00248,CONT00496,Voice Solution,Voice,None,Pune,Telugu,Positive,7.6,91.13,1,Connected,03-02-2026 13:44
CALL00249,CONT00253,Voice Solution,Voice,Email,Chennai,Telugu,Neutral,24.97,82.59,1,Connected,07-02-2026 10:01
CALL00250,CONT00295,Voice Solution,Voice,None,Hyderabad,English,Neutral,7.9,78.67,1,Connected,07-05-2026 13:27
CALL00251,CONT00668,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Neutral,10.35,94.28,0,Connected,24-02-2026 08:35
CALL00252,CONT00158,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Neutral,15.93,82.84,1,Connected,10-05-2026 16:41
CALL00253,CONT00549,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,12.71,84.74,1,Connected,11-07-2026 13:01
CALL00254,CONT00631,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,15.34,92.65,1,Connected,10-04-2026 19:01
CALL00255,CONT00067,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Positive,9.82,88.85,1,Connected,14-07-2026 17:12
CALL00256,CONT00754,Voice Solution,Voice,None,Chennai,Hindi,Neutral,6.43,94.06,1,Connected,08-03-2026 16:54
CALL00257,CONT00299,Voice Solution,Voice,None,Bangalore,Hindi,Positive,10.12,92.73,1,Connected,18-11-2025 15:18
CALL00258,CONT00463,Voice Solution,Voice,Email,Hyderabad,Marathi,Neutral,14.35,86.23,1,Connected,11-06-2026 20:50
CALL00259,CONT00725,Voice Solution,Voice,Email,Chennai,Kannada,Neutral,15.75,93.61,0,Connected,24-12-2025 13:44
CALL00260,CONT00820,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Negative,6.41,89.34,1,Connected,28-12-2025 09:02
CALL00261,CONT00101,Voice Solution,Voice,None,Hyderabad,Tamil,Negative,0.2,85.51,0,Not Connected,23-04-2026 08:41
CALL00262,CONT00056,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,0.97,89.95,0,Voicemail,22-02-2026 14:15
CALL00263,CONT00332,Voice Solution,Voice,None,Delhi,Kannada,Negative,42.86,81.95,1,Connected,31-03-2026 10:30
CALL00264,CONT00836,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,0.91,92.67,0,Not Connected,07-03-2026 08:46
CALL00265,CONT00751,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Neutral,7.78,92.02,1,Connected,04-04-2026 11:31
CALL00266,CONT00393,Voice Solution,Voice,None,Pune,Tamil,Positive,2.4,89.1,1,Connected,12-02-2026 19:12
CALL00267,CONT00743,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Negative,7.35,78.91,0,Connected,04-07-2026 08:45
CALL00268,CONT00874,Voice Solution,Voice,Email,Chennai,Telugu,Positive,0.59,94.27,0,Not Connected,25-04-2026 14:21
CALL00269,CONT00381,Voice Solution,Voice,Email,Delhi,Marathi,Neutral,8.04,90.69,1,Connected,09-12-2025 11:15
CALL00270,CONT00092,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,4.27,88.39,1,Connected,19-04-2026 18:08
CALL00271,CONT00791,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Neutral,7.31,87.6,1,Connected,05-07-2026 19:48
CALL00272,CONT00447,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,0.56,85.82,0,Not Connected,26-11-2025 18:12
CALL00273,CONT00109,Voice Solution,Voice,None,Delhi,Tamil,Positive,1.13,86.78,0,Not Connected,13-11-2025 15:25
CALL00274,CONT00317,Voice Solution,Voice,WhatsApp,Bangalore,English,Positive,0.39,92.35,0,Not Connected,06-12-2025 13:13
CALL00275,CONT00168,Voice Solution,Voice,None,Hyderabad,Telugu,Positive,6.73,85.92,0,Connected,22-04-2026 15:23
CALL00276,CONT00812,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Positive,5.81,87.13,1,Connected,20-11-2025 15:15
CALL00277,CONT00920,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,15.56,87.86,1,Connected,22-03-2026 17:11
CALL00278,CONT00435,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,1.65,88,1,Connected,23-03-2026 10:49
CALL00279,CONT00442,Voice Solution,Voice,WhatsApp,Pune,Hindi,Neutral,23.6,85.41,1,Connected,31-01-2026 14:02
CALL00280,CONT00218,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,18.3,87.65,1,Connected,03-06-2026 16:23
CALL00281,CONT00222,Voice Solution,Voice,None,Bangalore,Telugu,Positive,0.18,90.22,0,Voicemail,21-12-2025 10:44
CALL00282,CONT00673,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,0.08,83.98,0,Not Connected,02-04-2026 08:18
CALL00283,CONT00528,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,0.89,87.67,0,Not Connected,05-05-2026 17:40
CALL00284,CONT00278,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Negative,1.06,98.15,0,Voicemail,02-01-2026 16:52
CALL00285,CONT00569,Voice Solution,Voice,None,Mumbai,Kannada,Negative,1.76,88.18,1,Connected,09-05-2026 09:56
CALL00286,CONT00574,Voice Solution,Voice,None,Delhi,Kannada,Positive,2.6,83.85,1,Connected,05-03-2026 11:36
CALL00287,CONT00875,Voice Solution,Voice,WhatsApp,Pune,Marathi,Positive,0.12,83.26,0,Voicemail,30-03-2026 18:21
CALL00288,CONT00466,Voice Solution,Voice,WhatsApp,Pune,Kannada,Negative,20.95,82.17,1,Connected,28-12-2025 16:46
CALL00289,CONT00839,Voice Solution,Voice,WhatsApp,Delhi,English,Negative,9.4,96.64,0,Connected,29-04-2026 08:16
CALL00290,CONT00754,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Negative,4.07,93.54,1,Connected,19-04-2026 09:30
CALL00291,CONT00602,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,20.04,82.05,0,Connected,24-12-2025 10:58
CALL00292,CONT00584,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,15.4,89.57,1,Connected,09-02-2026 20:21
CALL00293,CONT00838,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,0.8,94.62,0,Not Connected,23-12-2025 16:07
CALL00294,CONT00030,Voice Solution,Voice,Email,Chennai,Telugu,Neutral,0.76,88.3,0,Not Connected,30-12-2025 14:02
CALL00295,CONT00359,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,21.17,86.04,0,Connected,16-02-2026 19:43
CALL00296,CONT00919,Voice Solution,Voice,None,Mumbai,English,Neutral,0.64,99.7,0,Not Connected,05-11-2025 11:41
CALL00297,CONT00288,Voice Solution,Voice,None,Delhi,Tamil,Neutral,21.41,78.97,1,Connected,11-02-2026 08:23
CALL00298,CONT00086,Voice Solution,Voice,Email,Chennai,Telugu,Positive,31.54,99.8,0,Connected,15-05-2026 17:15
CALL00299,CONT00234,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Positive,8.79,88.8,0,Connected,17-12-2025 17:45
CALL00300,CONT00747,Voice Solution,Voice,WhatsApp,Bangalore,Telugu,Positive,1.93,94.95,0,Connected,24-03-2026 15:10
CALL00301,CONT00313,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,14.21,82.5,0,Connected,04-03-2026 15:24
CALL00302,CONT00365,Voice Solution,Voice,None,Mumbai,Telugu,Neutral,0.48,84.87,0,Not Connected,14-02-2026 09:24
CALL00303,CONT00777,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,11.92,83.1,0,Connected,07-04-2026 12:37
CALL00304,CONT00799,Voice Solution,Voice,None,Mumbai,English,Neutral,11.28,87.99,0,Connected,27-03-2026 11:45
CALL00305,CONT00839,Voice Solution,Voice,None,Bangalore,Hindi,Positive,12.31,90.04,0,Connected,25-03-2026 09:57
CALL00306,CONT00905,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,0.43,93.83,0,Not Connected,28-02-2026 13:04
CALL00307,CONT00269,Voice Solution,Voice,Email,Bangalore,Marathi,Positive,0.11,79.94,0,Not Connected,31-01-2026 20:38
CALL00308,CONT00698,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Neutral,0.57,89.28,0,Not Connected,28-12-2025 10:04
CALL00309,CONT00131,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,14.92,92.97,1,Connected,17-06-2026 12:07
CALL00310,CONT00803,Voice Solution,Voice,WhatsApp,Hyderabad,English,Positive,10.06,93.91,1,Connected,25-02-2026 10:14
CALL00311,CONT00789,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Negative,8.24,86.3,1,Connected,07-03-2026 10:31
CALL00312,CONT00832,Voice Solution,Voice,None,Pune,Tamil,Neutral,2.16,86.36,0,Connected,09-03-2026 13:49
CALL00313,CONT00351,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Positive,4.59,88.04,1,Connected,28-12-2025 11:09
CALL00314,CONT00180,Voice Solution,Voice,Email,Hyderabad,Marathi,Positive,1.16,89.43,0,Not Connected,02-03-2026 08:39
CALL00315,CONT00802,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,31.97,95.01,0,Connected,01-11-2025 14:37
CALL00316,CONT00480,Voice Solution,Voice,Email,Delhi,English,Positive,2.84,82.45,0,Connected,27-06-2026 18:26
CALL00317,CONT00889,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Negative,6.26,84.57,0,Connected,04-02-2026 14:54
CALL00318,CONT00163,Voice Solution,Voice,None,Bangalore,English,Neutral,15.99,81.84,0,Connected,06-03-2026 13:53
CALL00319,CONT00783,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,3.28,90.64,0,Connected,26-02-2026 11:18
CALL00320,CONT00888,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,16.12,94.01,1,Connected,18-12-2025 15:02
CALL00321,CONT00096,Voice Solution,Voice,WhatsApp,Hyderabad,English,Positive,1.47,81.4,0,Connected,28-01-2026 14:02
CALL00322,CONT00774,Voice Solution,Voice,Email,Delhi,Hindi,Positive,1.13,88.94,0,Not Connected,25-06-2026 13:57
CALL00323,CONT00510,Voice Solution,Voice,None,Mumbai,Kannada,Positive,0.58,93.65,0,Voicemail,08-05-2026 17:46
CALL00324,CONT00365,Voice Solution,Voice,Email,Delhi,Kannada,Neutral,13.38,92.42,1,Connected,11-05-2026 15:31
CALL00325,CONT00353,Voice Solution,Voice,None,Chennai,Kannada,Positive,21.65,92.36,0,Connected,08-01-2026 13:58
CALL00326,CONT00800,Voice Solution,Voice,Email,Hyderabad,Telugu,Negative,0.18,82.55,0,Not Connected,05-07-2026 20:14
CALL00327,CONT00436,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,18.83,92.35,0,Connected,15-01-2026 10:10
CALL00328,CONT00083,Voice Solution,Voice,WhatsApp,Pune,Marathi,Positive,1.98,87.57,1,Connected,03-04-2026 16:46
CALL00329,CONT00225,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,0.96,93.85,0,Not Connected,24-03-2026 15:39
CALL00330,CONT00412,Voice Solution,Voice,Email,Chennai,Marathi,Positive,7.88,90.75,1,Connected,25-01-2026 15:31
CALL00331,CONT00735,Voice Solution,Voice,None,Bangalore,Kannada,Positive,12.7,84.42,1,Connected,04-05-2026 16:07
CALL00332,CONT00118,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,14.55,89.89,1,Connected,08-06-2026 16:31
CALL00333,CONT00482,Voice Solution,Voice,Email,Mumbai,Hindi,Positive,5.97,92.59,0,Connected,08-01-2026 20:22
CALL00334,CONT00192,Voice Solution,Voice,WhatsApp,Mumbai,English,Neutral,5.22,85.97,0,Connected,17-12-2025 11:15
CALL00335,CONT00591,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Neutral,0.61,89.14,0,Not Connected,02-02-2026 15:13
CALL00336,CONT00590,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Positive,8.4,81.82,1,Connected,26-06-2026 11:37
CALL00337,CONT00659,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,4.28,91.25,0,Connected,23-05-2026 18:02
CALL00338,CONT00107,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,1.12,88.22,0,Not Connected,06-06-2026 11:58
CALL00339,CONT00382,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Negative,5.81,93.07,1,Connected,09-12-2025 14:34
CALL00340,CONT00783,Voice Solution,Voice,WhatsApp,Mumbai,Telugu,Neutral,12.1,91.1,1,Connected,08-02-2026 09:49
CALL00341,CONT00390,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,1.07,86.46,0,Not Connected,12-07-2026 16:57
CALL00342,CONT00244,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,1.06,84.27,1,Connected,10-06-2026 12:33
CALL00343,CONT00585,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Neutral,0.59,83.12,0,Not Connected,23-11-2025 08:55
CALL00344,CONT00869,Voice Solution,Voice,None,Hyderabad,Tamil,Positive,0.42,85.96,0,Not Connected,08-07-2026 19:37
CALL00345,CONT00468,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Negative,10.68,92.94,0,Connected,10-11-2025 17:53
CALL00346,CONT00866,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,15.46,79.72,1,Connected,04-07-2026 10:53
CALL00347,CONT00934,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Negative,0.87,83.32,0,Voicemail,08-02-2026 12:51
CALL00348,CONT00538,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,3.95,92.79,1,Connected,29-04-2026 14:30
CALL00349,CONT00210,Voice Solution,Voice,None,Bangalore,Telugu,Neutral,8.82,95.14,1,Connected,11-06-2026 20:59
CALL00350,CONT00604,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,7.25,83.58,0,Connected,08-07-2026 11:41
CALL00351,CONT00637,Voice Solution,Voice,None,Chennai,English,Neutral,13.67,83.27,1,Connected,27-03-2026 08:51
CALL00352,CONT00073,Voice Solution,Voice,None,Hyderabad,Telugu,Neutral,3.35,95.54,0,Connected,04-02-2026 11:15
CALL00353,CONT00635,Voice Solution,Voice,Email,Mumbai,Marathi,Negative,0.46,87.88,0,Not Connected,15-07-2026 14:07
CALL00354,CONT00309,Voice Solution,Voice,Email,Pune,English,Neutral,0.12,84.03,0,Voicemail,04-11-2025 20:20
CALL00355,CONT00696,Voice Solution,Voice,Email,Bangalore,Kannada,Negative,6.15,93.72,0,Connected,16-11-2025 15:48
CALL00356,CONT00699,Voice Solution,Voice,WhatsApp,Pune,Marathi,Negative,21.35,91.02,1,Connected,05-07-2026 16:59
CALL00357,CONT00710,Voice Solution,Voice,Email,Hyderabad,Kannada,Negative,19.01,92.18,1,Connected,16-07-2026 17:22
CALL00358,CONT00590,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,5.98,84.29,1,Connected,09-04-2026 18:53
CALL00359,CONT00860,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,3.85,90.37,1,Connected,01-04-2026 12:32
CALL00360,CONT00186,Voice Solution,Voice,Email,Chennai,Marathi,Positive,12.82,94.73,1,Connected,27-04-2026 15:56
CALL00361,CONT00856,Voice Solution,Voice,Email,Delhi,Marathi,Neutral,9.79,91.7,1,Connected,12-04-2026 17:34
CALL00362,CONT00253,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,0.45,93.1,0,Voicemail,03-12-2025 16:56
CALL00363,CONT00013,Voice Solution,Voice,WhatsApp,Pune,Marathi,Positive,18.59,95.52,0,Connected,28-04-2026 09:33
CALL00364,CONT00299,Voice Solution,Voice,None,Bangalore,Hindi,Positive,7.22,90.64,0,Connected,09-02-2026 10:03
CALL00365,CONT00076,Voice Solution,Voice,WhatsApp,Pune,Marathi,Negative,4.2,85.67,1,Connected,04-01-2026 11:34
CALL00366,CONT00051,Voice Solution,Voice,WhatsApp,Pune,Marathi,Negative,0.83,92.89,0,Not Connected,17-04-2026 20:28
CALL00367,CONT00787,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Neutral,2.72,82.97,0,Connected,13-12-2025 13:33
CALL00368,CONT00149,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,5.54,87.39,0,Connected,14-12-2025 11:10
CALL00369,CONT00731,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Neutral,15.91,91.44,0,Connected,12-11-2025 08:33
CALL00370,CONT00122,Voice Solution,Voice,Email,Bangalore,English,Neutral,0.96,72.41,0,Not Connected,03-02-2026 15:20
CALL00371,CONT00211,Voice Solution,Voice,None,Hyderabad,Hindi,Positive,9.6,89.76,1,Connected,11-07-2026 13:24
CALL00372,CONT00280,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,5.36,90,0,Connected,30-06-2026 19:35
CALL00373,CONT00538,Voice Solution,Voice,Email,Delhi,Kannada,Positive,6.35,82.82,1,Connected,05-12-2025 12:46
CALL00374,CONT00685,Voice Solution,Voice,None,Pune,Marathi,Neutral,3.17,90.13,0,Connected,03-06-2026 15:19
CALL00375,CONT00156,Voice Solution,Voice,None,Mumbai,Tamil,Neutral,10.12,89.45,1,Connected,29-01-2026 18:35
CALL00376,CONT00238,Voice Solution,Voice,Email,Bangalore,English,Neutral,1.05,88.67,0,Not Connected,01-02-2026 14:23
CALL00377,CONT00376,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Negative,2.99,94.45,1,Connected,29-01-2026 13:10
CALL00378,CONT00082,Voice Solution,Voice,None,Mumbai,Marathi,Positive,0.32,92.89,0,Not Connected,23-02-2026 13:33
CALL00379,CONT00492,Voice Solution,Voice,Email,Mumbai,Marathi,Positive,15.41,91.7,1,Connected,13-02-2026 17:32
CALL00380,CONT00356,Voice Solution,Voice,WhatsApp,Pune,Telugu,Positive,0.16,83.38,0,Not Connected,15-05-2026 13:59
CALL00381,CONT00925,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Positive,14.94,88.41,0,Connected,22-02-2026 18:55
CALL00382,CONT00273,Voice Solution,Voice,None,Bangalore,Kannada,Positive,12.04,94.42,0,Connected,14-01-2026 09:36
CALL00383,CONT00580,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,0.12,87.43,0,Voicemail,05-06-2026 18:07
CALL00384,CONT00044,Voice Solution,Voice,None,Delhi,Hindi,Neutral,1.02,96.27,0,Not Connected,07-07-2026 08:56
CALL00385,CONT00573,Voice Solution,Voice,WhatsApp,Pune,English,Positive,3.26,91.85,0,Connected,13-04-2026 10:25
CALL00386,CONT00123,Voice Solution,Voice,None,Pune,Kannada,Neutral,7.94,97.05,0,Connected,11-05-2026 10:26
CALL00387,CONT00349,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Neutral,0.17,83.16,0,Not Connected,15-06-2026 12:50
CALL00388,CONT00708,Voice Solution,Voice,Email,Pune,English,Positive,23.88,87.73,0,Connected,26-04-2026 20:59
CALL00389,CONT00330,Voice Solution,Voice,None,Mumbai,English,Neutral,0.15,88.2,0,Not Connected,07-02-2026 13:33
CALL00390,CONT00409,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Positive,0.82,91.53,0,Not Connected,06-12-2025 16:31
CALL00391,CONT00323,Voice Solution,Voice,Email,Mumbai,Hindi,Neutral,9.31,84.81,0,Connected,04-02-2026 18:51
CALL00392,CONT00111,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Negative,14.44,80.46,1,Connected,01-04-2026 12:49
CALL00393,CONT00770,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,8.02,90.39,1,Connected,31-03-2026 18:47
CALL00394,CONT00089,Voice Solution,Voice,WhatsApp,Pune,Tamil,Negative,22.54,86.67,0,Connected,09-05-2026 19:34
CALL00395,CONT00433,Voice Solution,Voice,Email,Hyderabad,English,Neutral,8.27,86.15,0,Connected,12-06-2026 09:34
CALL00396,CONT00710,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Negative,0.08,85.04,0,Not Connected,07-12-2025 20:27
CALL00397,CONT00794,Voice Solution,Voice,WhatsApp,Pune,Tamil,Neutral,7.38,89.12,0,Connected,02-05-2026 12:14
CALL00398,CONT00712,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,0.09,83.12,0,Not Connected,13-11-2025 08:08
CALL00399,CONT00099,Voice Solution,Voice,Email,Hyderabad,Tamil,Negative,5.76,87.53,0,Connected,05-06-2026 08:53
CALL00400,CONT00539,Voice Solution,Voice,None,Chennai,English,Positive,7.67,84.36,0,Connected,01-01-2026 11:12
CALL00401,CONT00601,Voice Solution,Voice,WhatsApp,Mumbai,English,Positive,16.68,85.45,0,Connected,23-01-2026 15:55
CALL00402,CONT00146,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Positive,18.74,90.27,0,Connected,05-06-2026 11:45
CALL00403,CONT00694,Voice Solution,Voice,None,Mumbai,Telugu,Positive,24.25,91.76,1,Connected,06-05-2026 17:35
CALL00404,CONT00257,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Neutral,4.5,86.97,1,Connected,19-11-2025 10:25
CALL00405,CONT00189,Voice Solution,Voice,None,Mumbai,Tamil,Neutral,0.91,93.34,0,Not Connected,26-04-2026 18:42
CALL00406,CONT00240,Voice Solution,Voice,None,Chennai,Kannada,Negative,17.31,83.64,0,Connected,08-02-2026 10:33
CALL00407,CONT00871,Voice Solution,Voice,None,Delhi,Kannada,Positive,3.81,80.9,0,Connected,21-06-2026 09:25
CALL00408,CONT00899,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Negative,8.64,81.82,0,Connected,15-01-2026 17:46
CALL00409,CONT00503,Voice Solution,Voice,None,Delhi,Marathi,Negative,1.63,83.12,0,Connected,25-05-2026 12:42
CALL00410,CONT00708,Voice Solution,Voice,None,Chennai,Kannada,Positive,12.35,81.94,1,Connected,11-06-2026 16:15
